STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ERI,Eritrea,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,10489.4,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ZMB,Zambia,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,446258.1,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ZMB,Zambia,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,444376,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SLV,El Salvador,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,21040,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SLV,El Salvador,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,21040,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,IRL,Ireland,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,7860.2,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,IRL,Ireland,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,7900.2,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MWI,Malawi,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,21997,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MWI,Malawi,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,21577,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GTM,Guatemala,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,108890,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GTM,Guatemala,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,108890,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CUB,Cuba,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,32420,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CUB,Cuba,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,32420,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,COD,Democratic Republic of the Congo,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,1250539,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,COD,Democratic Republic of the Congo,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,1239525,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,DNK,Denmark,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,40000,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,DNK,Denmark,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,40000,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GUY,Guyana,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,196850,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GUY,Guyana,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,196850,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,DJI,Djibouti,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,23180,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,DJI,Djibouti,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,23180,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CAF,Central African Republic,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,622980,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CAF,Central African Republic,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,622980,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SLB,Solomon Islands,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,27990,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SLB,Solomon Islands,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,27990,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ARE,United Arab Emirates,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,3173,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ARE,United Arab Emirates,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,3173,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CHE,Switzerland,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,41290.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CHE,Switzerland,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,41290.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,THA,Thailand,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,513120,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,THA,Thailand,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,513120,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,FRA,France,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,549087.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,FRA,France,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,549087.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,IRL,Ireland,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,70280,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,IRL,Ireland,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,70280,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SMR,San Marino,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,60,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SMR,San Marino,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,60,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ITA,Italy,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,302068,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ITA,Italy,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,302070,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CYM,Cayman Islands,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,126.6,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CYM,Cayman Islands,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,126.4,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,FRA,France,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,547557,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,FRA,France,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,547557,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CHN,China (People’s Republic of),A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,2218578,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CHN,China (People’s Republic of),A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,2237373,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,NIU,Niue,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,260,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,NIU,Niue,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,260,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,USA,United States,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,9831510,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,USA,United States,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,9831510,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GLP,Guadeloupe,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,718.6,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GLP,Guadeloupe,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,718,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,NOR,Norway,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,624500,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,NOR,Norway,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,624500,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BHS,Bahamas,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,13880,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BHS,Bahamas,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,13880,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,RWA,Rwanda,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,2770,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,RWA,Rwanda,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,2780,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,AUS,Australia,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,1340051,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,AUS,Australia,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,1340051,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ZAF,South Africa,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,1219090,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ZAF,South Africa,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,1219090,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,UGA,Uganda,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,22966.43,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,UGA,Uganda,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,22553.91,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,HND,Honduras,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,112490,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,HND,Honduras,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,112490,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,PRT,Portugal,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,91605.59,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,PRT,Portugal,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,91605.59,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CHE,Switzerland,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,39509.63,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CHE,Switzerland,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,39509.63,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GUF,French Guiana,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,82810,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GUF,French Guiana,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,82810,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ARM,Armenia,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,28470,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ARM,Armenia,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,28470,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MDV,Maldives,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,300,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MDV,Maldives,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,300,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,IRQ,Iraq,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,8250,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,IRQ,Iraq,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,8250,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SYR,Syrian Arab Republic,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,183630,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,SYR,Syrian Arab Republic,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,185179.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,KEN,Kenya,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,580370,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,KEN,Kenya,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,580370,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,EGY,Egypt,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,1001450,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,EGY,Egypt,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,1001450,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GAB,Gabon,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,257670,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GAB,Gabon,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,257670,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,FLK,Falkland Islands (Malvinas),A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,0,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,FLK,Falkland Islands (Malvinas),A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,0,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ZMB,Zambia,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,752610,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,ZMB,Zambia,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,752610,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,AGO,Angola,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,660523.1,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,AGO,Angola,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,654972.5,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GIB,Gibraltar,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,10,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GIB,Gibraltar,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,10,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,THA,Thailand,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,510890,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,THA,Thailand,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,510890,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,LAO,Lao People’s Democratic Republic,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,236800,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,LAO,Lao People’s Democratic Republic,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,236800,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,RUS,Russia,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,17098250,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,RUS,Russia,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,17098250,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,NOR,Norway,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,364270,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,NOR,Norway,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,364270,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,KNA,Saint Kitts and Nevis,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,110,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,KNA,Saint Kitts and Nevis,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,110,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GBR,United Kingdom,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,31986.67,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GBR,United Kingdom,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,32069,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GUY,Guyana,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,184061.3,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,GUY,Guyana,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,183969.3,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,TZA,Tanzania,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,452760,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,TZA,Tanzania,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,448070,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MYS,Malaysia,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,190638.9,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MYS,Malaysia,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,190137.4,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CYM,Cayman Islands,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,240,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CYM,Cayman Islands,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,240,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CRI,Costa Rica,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,51100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,CRI,Costa Rica,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,51100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MAR,Morocco,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,57529.57,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MAR,Morocco,A,Annual,FOREST,Forest,KM2,Square kilometres,2022,,57633.79,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,NRU,Nauru,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,20,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,NRU,Nauru,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,20,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MOZ,Mozambique,A,Annual,LAND,Land area,KM2,Square kilometres,2021,,786380,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,MOZ,Mozambique,A,Annual,LAND,Land area,KM2,Square kilometres,2022,,786380,,E,Estimated value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BTN,Bhutan,A,Annual,AREA,Total area,KM2,Square kilometres,2021,,38390,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BTN,Bhutan,A,Annual,AREA,Total area,KM2,Square kilometres,2022,,38390,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ENV.EPI:DSD_LAND_USE@DF_LAND_USE(1.0),Land use,I,BGR,Bulgaria,A,Annual,FOREST,Forest,KM2,Square kilometres,2021,,39060,,E,Estimated value,0,Units,1,One
